timestamp,message
1762871733785,"{""timestamp"":""2025-11-11T14:35:33.785Z"",""level"":""Error"",""requestId"":""d75b7954-feb0-41cb-a041-1543b75cd9f1"",""traceId"":""Root=1-691349b5-4f99d786600cabba3505d20c;Parent=b1563a0b63e634bb;Sampled=1;Lineage=1:43adf637:0"",""message"":""[ERROR] GET /api/tasks/%7B%7BtaskId%7D%7D: System.InvalidOperationException: Unable to resolve service for type \u0027AI4NGExperimentsLambda.Interfaces.ITaskService\u0027 while attempting to activate \u0027AI4NGExperimentsLambda.Controllers.TasksController\u0027.
   at Microsoft.Extensions.DependencyInjection.ActivatorUtilities.ThrowHelperUnableToResolveService(Type type, Type requiredBy)
   at lambda_method45(Closure, IServiceProvider, Object[])
   at Microsoft.AspNetCore.Mvc.Controllers.ControllerFactoryProvider.\u003C\u003Ec__DisplayClass6_0.\u003CCreateControllerFactory\u003Eg__CreateController|0(ControllerContext controllerContext)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.Next(State\u0026 next, Scope\u0026 scope, Object\u0026 state, Boolean\u0026 isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.InvokeInnerFilterAsync()
--- End of stack trace from previous location ---
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.\u003CInvokeFilterPipelineAsync\u003Eg__Awaited|20_0(ResourceInvoker invoker, Task lastTask, State next, Scope scope, Object state, Boolean isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.\u003CInvokeAsync\u003Eg__Logged|17_1(ResourceInvoker invoker)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.\u003CInvokeAsync\u003Eg__Logged|17_1(ResourceInvoker invoker)
   at Microsoft.AspNetCore.Routing.EndpointMiddleware.\u003CInvoke\u003Eg__AwaitRequestTask|7_0(Endpoint endpoint, Task requestTask, ILogger logger)
   at Microsoft.AspNetCore.Authorization.AuthorizationMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Authentication.AuthenticationMiddleware.Invoke(HttpContext context)
   at AI4NGExperimentManagement.Shared.BaseStartup.\u003C\u003Ec.\u003C\u003CConfigure\u003Eb__1_0\u003Ed.MoveNext() in /home/runner/work/AI4NGExperimentManagementEngine/AI4NGExperimentManagementEngine/src/AI4NGExperimentManagement.Shared/BaseStartup.cs:line 108""}
"
1762871733801,"{""timestamp"":""2025-11-11T14:35:33.801Z"",""level"":""Error"",""requestId"":""d75b7954-feb0-41cb-a041-1543b75cd9f1"",""traceId"":""Root=1-691349b5-4f99d786600cabba3505d20c;Parent=b1563a0b63e634bb;Sampled=1;Lineage=1:43adf637:0"",""message"":""Unknown error responding to request: InvalidOperationException:
System.InvalidOperationException: Unable to resolve service for type \u0027AI4NGExperimentsLambda.Interfaces.ITaskService\u0027 while attempting to activate \u0027AI4NGExperimentsLambda.Controllers.TasksController\u0027.
   at Microsoft.Extensions.DependencyInjection.ActivatorUtilities.ThrowHelperUnableToResolveService(Type type, Type requiredBy)
   at lambda_method45(Closure, IServiceProvider, Object[])
   at Microsoft.AspNetCore.Mvc.Controllers.ControllerFactoryProvider.\u003C\u003Ec__DisplayClass6_0.\u003CCreateControllerFactory\u003Eg__CreateController|0(ControllerContext controllerContext)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.Next(State\u0026 next, Scope\u0026 scope, Object\u0026 state, Boolean\u0026 isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.InvokeInnerFilterAsync()
--- End of stack trace from previous location ---
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.\u003CInvokeFilterPipelineAsync\u003Eg__Awaited|20_0(ResourceInvoker invoker, Task lastTask, State next, Scope scope, Object state, Boolean isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.\u003CInvokeAsync\u003Eg__Logged|17_1(ResourceInvoker invoker)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.\u003CInvokeAsync\u003Eg__Logged|17_1(ResourceInvoker invoker)
   at Microsoft.AspNetCore.Routing.EndpointMiddleware.\u003CInvoke\u003Eg__AwaitRequestTask|7_0(Endpoint endpoint, Task requestTask, ILogger logger)
   at Microsoft.AspNetCore.Authorization.AuthorizationMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Authentication.AuthenticationMiddleware.Invoke(HttpContext context)
   at AI4NGExperimentManagement.Shared.BaseStartup.\u003C\u003Ec.\u003C\u003CConfigure\u003Eb__1_0\u003Ed.MoveNext() in /home/runner/work/AI4NGExperimentManagementEngine/AI4NGExperimentManagementEngine/src/AI4NGExperimentManagement.Shared/BaseStartup.cs:line 108
--- End of stack trace from previous location ---
   at Amazon.Lambda.AspNetCoreServer.AbstractAspNetCoreFunction\u00602.ProcessRequest(ILambdaContext lambdaContext, Object context, InvokeFeatures features, Boolean rethrowUnhandledError)
InvalidOperationException:
System.InvalidOperationException: Unable to resolve service for type \u0027AI4NGExperimentsLambda.Interfaces.ITaskService\u0027 while attempting to activate \u0027AI4NGExperimentsLambda.Controllers.TasksController\u0027.
   at Microsoft.Extensions.DependencyInjection.ActivatorUtilities.ThrowHelperUnableToResolveService(Type type, Type requiredBy)
   at lambda_method45(Closure, IServiceProvider, Object[])
   at Microsoft.AspNetCore.Mvc.Controllers.ControllerFactoryProvider.\u003C\u003Ec__DisplayClass6_0.\u003CCreateControllerFactory\u003Eg__CreateController|0(ControllerContext controllerContext)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.Next(State\u0026 next, Scope\u0026 scope, Object\u0026 state, Boolean\u0026 isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.InvokeInnerFilterAsync()
--- End of stack trace from previous location ---
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.\u003CInvokeFilterPipelineAsync\u003Eg__Awaited|20_0(ResourceInvoker invoker, Task lastTask, State next, Scope scope, Object state, Boolean isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.\u003CInvokeAsync\u003Eg__Logged|17_1(ResourceInvoker invoker)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.\u003CInvokeAsync\u003Eg__Logged|17_1(ResourceInvoker invoker)
   at Microsoft.AspNetCore.Routing.EndpointMiddleware.\u003CInvoke\u003Eg__AwaitRequestTask|7_0(Endpoint endpoint, Task requestTask, ILogger logger)
   at Microsoft.AspNetCore.Authorization.AuthorizationMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Authentication.AuthenticationMiddleware.Invoke(HttpContext context)
   at AI4NGExperimentManagement.Shared.BaseStartup.\u003C\u003Ec.\u003C\u003CConfigure\u003Eb__1_0\u003Ed.MoveNext() in /home/runner/work/AI4NGExperimentManagementEngine/AI4NGExperimentManagementEngine/src/AI4NGExperimentManagement.Shared/BaseStartup.cs:line 108
--- End of stack trace from previous location ---
   at Amazon.Lambda.AspNetCoreServer.AbstractAspNetCoreFunction\u00602.ProcessRequest(ILambdaContext lambdaContext, Object context, InvokeFeatures features, Boolean rethrowUnhandledError)
"",""errorType"":""System.InvalidOperationException"",""errorMessage"":""Unable to resolve service for type \u0027AI4NGExperimentsLambda.Interfaces.ITaskService\u0027 while attempting to activate \u0027AI4NGExperimentsLambda.Controllers.TasksController\u0027."",""stackTrace"":[""System.InvalidOperationException: Unable to resolve service for type \u0027AI4NGExperimentsLambda.Interfaces.ITaskService\u0027 while attempting to activate \u0027AI4NGExperimentsLambda.Controllers.TasksController\u0027."",""at Microsoft.Extensions.DependencyInjection.ActivatorUtilities.ThrowHelperUnableToResolveService(Type type, Type requiredBy)"",""at lambda_method45(Closure, IServiceProvider, Object[])"",""at Microsoft.AspNetCore.Mvc.Controllers.ControllerFactoryProvider.\u003C\u003Ec__DisplayClass6_0.\u003CCreateControllerFactory\u003Eg__CreateController|0(ControllerContext controllerContext)"",""at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.Next(State\u0026 next, Scope\u0026 scope, Object\u0026 state, Boolean\u0026 isCompleted)"",""at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.InvokeInnerFilterAsync()"",""--- End of stack trace from previous location ---"",""at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.\u003CInvokeFilterPipelineAsync\u003Eg__Awaited|20_0(ResourceInvoker invoker, Task lastTask, State next, Scope scope, Object state, Boolean isCompleted)"",""at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.\u003CInvokeAsync\u003Eg__Logged|17_1(ResourceInvoker invoker)"",""at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.\u003CInvokeAsync\u003Eg__Logged|17_1(ResourceInvoker invoker)"",""at Microsoft.AspNetCore.Routing.EndpointMiddleware.\u003CInvoke\u003Eg__AwaitRequestTask|7_0(Endpoint endpoint, Task requestTask, ILogger logger)"",""at Microsoft.AspNetCore.Authorization.AuthorizationMiddleware.Invoke(HttpContext context)"",""at Microsoft.AspNetCore.Authentication.AuthenticationMiddleware.Invoke(HttpContext context)"",""at AI4NGExperimentManagement.Shared.BaseStartup.\u003C\u003Ec.\u003C\u003CConfigure\u003Eb__1_0\u003Ed.MoveNext() in /home/runner/work/AI4NGExperimentManagementEngine/AI4NGExperimentManagementEngine/src/AI4NGExperimentManagement.Shared/BaseStartup.cs:line 108"",""--- End of stack trace from previous location ---"",""at Amazon.Lambda.AspNetCoreServer.AbstractAspNetCoreFunction\u00602.ProcessRequest(ILambdaContext lambdaContext, Object context, InvokeFeatures features, Boolean rethrowUnhandledError)""]}
"
1762871733801,"{""timestamp"":""2025-11-11T14:35:33.801Z"",""level"":""Information"",""requestId"":""d75b7954-feb0-41cb-a041-1543b75cd9f1"",""traceId"":""Root=1-691349b5-4f99d786600cabba3505d20c;Parent=b1563a0b63e634bb;Sampled=1;Lineage=1:43adf637:0"",""message"":""Request finished 20.8337 500 {Scheme}://{Host}{PathBase}GEThttps - 3mybicfkv2.execute-api.eu-west-2.amazonaws.com /dev /api/tasks/{{taskId}} {ElapsedMilliseconds}ms"",""Protocol"":20.8337,""Method"":500,""Path"":""GET"",""QueryString"":""https"",""StatusCode"":""3mybicfkv2.execute-api.eu-west-2.amazonaws.com"",""ContentLength"":""/dev"",""ContentType"":""/api/tasks/{{taskId}}""}
"
1762871733820,"{""time"":""2025-11-11T14:35:33.820Z"",""type"":""platform.report"",""record"":{""requestId"":""d75b7954-feb0-41cb-a041-1543b75cd9f1"",""metrics"":{""durationMs"":40.085,""billedDurationMs"":41,""memorySizeMB"":512,""maxMemoryUsedMB"":131},""tracing"":{""spanId"":""b1563a0b63e634bb"",""type"":""X-Amzn-Trace-Id"",""value"":""Root=1-691349b5-4f99d786600cabba3505d20c;Parent=2a6ae06f1ea155e7;Sampled=1;Lineage=1:43adf637:0""},""status"":""success""}}"
1762871734968,"{""time"":""2025-11-11T14:35:34.968Z"",""type"":""platform.start"",""record"":{""requestId"":""abeb6a4c-cb87-4f24-8e8a-1d2fda182b7a"",""functionArn"":""arn:aws:lambda:eu-west-2:047719656259:function:AI4NG-QuestionEngine-dev-ExperimentsApi-OjinHqzq97P9"",""version"":""$LATEST"",""tracing"":{""spanId"":""8b3bc8f5c1927a8a"",""type"":""X-Amzn-Trace-Id"",""value"":""Root=1-691349b6-2b2ec6bc2adb18cf1314a17f;Parent=32209a9953b72524;Sampled=1;Lineage=1:43adf637:0""}}}"
1762871735001,"{""timestamp"":""2025-11-11T14:35:35.001Z"",""level"":""Information"",""requestId"":""abeb6a4c-cb87-4f24-8e8a-1d2fda182b7a"",""traceId"":""Root=1-691349b6-2b2ec6bc2adb18cf1314a17f;Parent=8b3bc8f5c1927a8a;Sampled=1;Lineage=1:43adf637:0"",""message"":""Request starting {Protocol} GET {Scheme}://0https3mybicfkv2.execute-api.eu-west-2.amazonaws.com/dev - /api/experiments/{{experimentId}} {ContentLength}"",""Method"":""GET"",""Host"":0,""PathBase"":""https"",""Path"":""3mybicfkv2.execute-api.eu-west-2.amazonaws.com"",""QueryString"":""/dev"",""ContentType"":""/api/experiments/{{experimentId}}""}
"
1762871735002,"{""timestamp"":""2025-11-11T14:35:35.002Z"",""level"":""Information"",""requestId"":""abeb6a4c-cb87-4f24-8e8a-1d2fda182b7a"",""traceId"":""Root=1-691349b6-2b2ec6bc2adb18cf1314a17f;Parent=8b3bc8f5c1927a8a;Sampled=1;Lineage=1:43adf637:0"",""message"":""Executing endpoint \u0027AI4NGExperimentsLambda.Controllers.ExperimentsController.GetById (AI4NGExperimentsLambda)\u0027"",""EndpointName"":""AI4NGExperimentsLambda.Controllers.ExperimentsController.GetById (AI4NGExperimentsLambda)""}
"
1762871735022,"{""timestamp"":""2025-11-11T14:35:35.022Z"",""level"":""Information"",""requestId"":""abeb6a4c-cb87-4f24-8e8a-1d2fda182b7a"",""traceId"":""Root=1-691349b6-2b2ec6bc2adb18cf1314a17f;Parent=8b3bc8f5c1927a8a;Sampled=1;Lineage=1:43adf637:0"",""message"":""Route matched with {action = \u0022GetById\u0022, controller = \u0022Experiments\u0022}. Executing controller action with signature System.Threading.Tasks.Task\u00601[Microsoft.AspNetCore.Mvc.IActionResult] GetById(System.String) on controller AI4NGExperimentsLambda.Controllers.ExperimentsController (AI4NGExperimentsLambda)."",""RouteData"":""{action = \u0022GetById\u0022, controller = \u0022Experiments\u0022}"",""MethodInfo"":""System.Threading.Tasks.Task\u00601[Microsoft.AspNetCore.Mvc.IActionResult] GetById(System.String)"",""Controller"":""AI4NGExperimentsLambda.Controllers.ExperimentsController"",""AssemblyName"":""AI4NGExperimentsLambda""}
"
1762871735060,"{""timestamp"":""2025-11-11T14:35:35.060Z"",""level"":""Information"",""requestId"":""abeb6a4c-cb87-4f24-8e8a-1d2fda182b7a"",""traceId"":""Root=1-691349b6-2b2ec6bc2adb18cf1314a17f;Parent=8b3bc8f5c1927a8a;Sampled=1;Lineage=1:43adf637:0"",""message"":""Executing NotFoundObjectResult, writing value of type \u0027System.String\u0027."",""ObjectResultType"":""NotFoundObjectResult"",""Type"":""System.String""}
"
1762871735081,"{""timestamp"":""2025-11-11T14:35:35.081Z"",""level"":""Information"",""requestId"":""abeb6a4c-cb87-4f24-8e8a-1d2fda182b7a"",""traceId"":""Root=1-691349b6-2b2ec6bc2adb18cf1314a17f;Parent=8b3bc8f5c1927a8a;Sampled=1;Lineage=1:43adf637:0"",""message"":""Executed action AI4NGExperimentsLambda.Controllers.ExperimentsController.GetById (AI4NGExperimentsLambda) in 42.2474ms"",""ActionName"":""AI4NGExperimentsLambda.Controllers.ExperimentsController.GetById (AI4NGExperimentsLambda)"",""ElapsedMilliseconds"":42.2474}
"
1762871735081,"{""timestamp"":""2025-11-11T14:35:35.081Z"",""level"":""Information"",""requestId"":""abeb6a4c-cb87-4f24-8e8a-1d2fda182b7a"",""traceId"":""Root=1-691349b6-2b2ec6bc2adb18cf1314a17f;Parent=8b3bc8f5c1927a8a;Sampled=1;Lineage=1:43adf637:0"",""message"":""Executed endpoint \u0027AI4NGExperimentsLambda.Controllers.ExperimentsController.GetById (AI4NGExperimentsLambda)\u0027"",""EndpointName"":""AI4NGExperimentsLambda.Controllers.ExperimentsController.GetById (AI4NGExperimentsLambda)""}
"
1762871735099,"{""timestamp"":""2025-11-11T14:35:35.081Z"",""level"":""Information"",""requestId"":""abeb6a4c-cb87-4f24-8e8a-1d2fda182b7a"",""traceId"":""Root=1-691349b6-2b2ec6bc2adb18cf1314a17f;Parent=8b3bc8f5c1927a8a;Sampled=1;Lineage=1:43adf637:0"",""message"":""Request finished 80.679 404 text/plain; charset=utf-8://{Host}{PathBase}GEThttps - 3mybicfkv2.execute-api.eu-west-2.amazonaws.com /dev /api/experiments/{{experimentId}} {ElapsedMilliseconds}ms"",""Protocol"":80.679,""Method"":404,""Scheme"":""text/plain; charset=utf-8"",""Path"":""GET"",""QueryString"":""https"",""StatusCode"":""3mybicfkv2.execute-api.eu-west-2.amazonaws.com"",""ContentLength"":""/dev"",""ContentType"":""/api/experiments/{{experimentId}}""}
"
1762871735101,"{""time"":""2025-11-11T14:35:35.101Z"",""type"":""platform.report"",""record"":{""requestId"":""abeb6a4c-cb87-4f24-8e8a-1d2fda182b7a"",""metrics"":{""durationMs"":131.766,""billedDurationMs"":132,""memorySizeMB"":512,""maxMemoryUsedMB"":133},""tracing"":{""spanId"":""8b3bc8f5c1927a8a"",""type"":""X-Amzn-Trace-Id"",""value"":""Root=1-691349b6-2b2ec6bc2adb18cf1314a17f;Parent=32209a9953b72524;Sampled=1;Lineage=1:43adf637:0""},""status"":""success""}}"
1762871736259,"{""time"":""2025-11-11T14:35:36.259Z"",""type"":""platform.start"",""record"":{""requestId"":""4d06b921-e451-4da9-b973-f639befabfce"",""functionArn"":""arn:aws:lambda:eu-west-2:047719656259:function:AI4NG-QuestionEngine-dev-ExperimentsApi-OjinHqzq97P9"",""version"":""$LATEST"",""tracing"":{""spanId"":""0ecf1a66edd274dc"",""type"":""X-Amzn-Trace-Id"",""value"":""Root=1-691349b8-78a82cce7aa144ff2953d104;Parent=73979ba4e224fbcb;Sampled=1;Lineage=1:43adf637:0""}}}"
1762871736259,"{""timestamp"":""2025-11-11T14:35:36.259Z"",""level"":""Information"",""requestId"":""4d06b921-e451-4da9-b973-f639befabfce"",""traceId"":""Root=1-691349b8-78a82cce7aa144ff2953d104;Parent=0ecf1a66edd274dc;Sampled=1;Lineage=1:43adf637:0"",""message"":""Request starting {Protocol} GET {Scheme}://0https3mybicfkv2.execute-api.eu-west-2.amazonaws.com/dev - /api/tasks {ContentLength}"",""Method"":""GET"",""Host"":0,""PathBase"":""https"",""Path"":""3mybicfkv2.execute-api.eu-west-2.amazonaws.com"",""QueryString"":""/dev"",""ContentType"":""/api/tasks""}
"
1762871736260,"{""timestamp"":""2025-11-11T14:35:36.260Z"",""level"":""Information"",""requestId"":""4d06b921-e451-4da9-b973-f639befabfce"",""traceId"":""Root=1-691349b8-78a82cce7aa144ff2953d104;Parent=0ecf1a66edd274dc;Sampled=1;Lineage=1:43adf637:0"",""message"":""Executing endpoint \u0027AI4NGExperimentsLambda.Controllers.TasksController.GetAll (AI4NGExperimentsLambda)\u0027"",""EndpointName"":""AI4NGExperimentsLambda.Controllers.TasksController.GetAll (AI4NGExperimentsLambda)""}
"
1762871736264,"{""timestamp"":""2025-11-11T14:35:36.264Z"",""level"":""Information"",""requestId"":""4d06b921-e451-4da9-b973-f639befabfce"",""traceId"":""Root=1-691349b8-78a82cce7aa144ff2953d104;Parent=0ecf1a66edd274dc;Sampled=1;Lineage=1:43adf637:0"",""message"":""Route matched with {action = \u0022GetAll\u0022, controller = \u0022Tasks\u0022}. Executing controller action with signature System.Threading.Tasks.Task\u00601[Microsoft.AspNetCore.Mvc.IActionResult] GetAll() on controller AI4NGExperimentsLambda.Controllers.TasksController (AI4NGExperimentsLambda)."",""RouteData"":""{action = \u0022GetAll\u0022, controller = \u0022Tasks\u0022}"",""MethodInfo"":""System.Threading.Tasks.Task\u00601[Microsoft.AspNetCore.Mvc.IActionResult] GetAll()"",""Controller"":""AI4NGExperimentsLambda.Controllers.TasksController"",""AssemblyName"":""AI4NGExperimentsLambda""}
"
1762871736264,"{""timestamp"":""2025-11-11T14:35:36.264Z"",""level"":""Information"",""requestId"":""4d06b921-e451-4da9-b973-f639befabfce"",""traceId"":""Root=1-691349b8-78a82cce7aa144ff2953d104;Parent=0ecf1a66edd274dc;Sampled=1;Lineage=1:43adf637:0"",""message"":""Executed action AI4NGExperimentsLambda.Controllers.TasksController.GetAll (AI4NGExperimentsLambda) in 0.1761ms"",""ActionName"":""AI4NGExperimentsLambda.Controllers.TasksController.GetAll (AI4NGExperimentsLambda)"",""ElapsedMilliseconds"":0.1761}
"
1762871736264,"{""timestamp"":""2025-11-11T14:35:36.264Z"",""level"":""Information"",""requestId"":""4d06b921-e451-4da9-b973-f639befabfce"",""traceId"":""Root=1-691349b8-78a82cce7aa144ff2953d104;Parent=0ecf1a66edd274dc;Sampled=1;Lineage=1:43adf637:0"",""message"":""Executed endpoint \u0027AI4NGExperimentsLambda.Controllers.TasksController.GetAll (AI4NGExperimentsLambda)\u0027"",""EndpointName"":""AI4NGExperimentsLambda.Controllers.TasksController.GetAll (AI4NGExperimentsLambda)""}
"
1762871736265,"{""timestamp"":""2025-11-11T14:35:36.265Z"",""level"":""Error"",""requestId"":""4d06b921-e451-4da9-b973-f639befabfce"",""traceId"":""Root=1-691349b8-78a82cce7aa144ff2953d104;Parent=0ecf1a66edd274dc;Sampled=1;Lineage=1:43adf637:0"",""message"":""[ERROR] GET /api/tasks: System.InvalidOperationException: Unable to resolve service for type \u0027AI4NGExperimentsLambda.Interfaces.ITaskService\u0027 while attempting to activate \u0027AI4NGExperimentsLambda.Controllers.TasksController\u0027.
   at Microsoft.Extensions.DependencyInjection.ActivatorUtilities.ThrowHelperUnableToResolveService(Type type, Type requiredBy)
   at lambda_method61(Closure, IServiceProvider, Object[])
   at Microsoft.AspNetCore.Mvc.Controllers.ControllerFactoryProvider.\u003C\u003Ec__DisplayClass6_0.\u003CCreateControllerFactory\u003Eg__CreateController|0(ControllerContext controllerContext)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.Next(State\u0026 next, Scope\u0026 scope, Object\u0026 state, Boolean\u0026 isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.InvokeInnerFilterAsync()
--- End of stack trace from previous location ---
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.\u003CInvokeFilterPipelineAsync\u003Eg__Awaited|20_0(ResourceInvoker invoker, Task lastTask, State next, Scope scope, Object state, Boolean isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.\u003CInvokeAsync\u003Eg__Logged|17_1(ResourceInvoker invoker)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.\u003CInvokeAsync\u003Eg__Logged|17_1(ResourceInvoker invoker)
   at Microsoft.AspNetCore.Routing.EndpointMiddleware.\u003CInvoke\u003Eg__AwaitRequestTask|7_0(Endpoint endpoint, Task requestTask, ILogger logger)
   at Microsoft.AspNetCore.Authorization.AuthorizationMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Authentication.AuthenticationMiddleware.Invoke(HttpContext context)
   at AI4NGExperimentManagement.Shared.BaseStartup.\u003C\u003Ec.\u003C\u003CConfigure\u003Eb__1_0\u003Ed.MoveNext() in /home/runner/work/AI4NGExperimentManagementEngine/AI4NGExperimentManagementEngine/src/AI4NGExperimentManagement.Shared/BaseStartup.cs:line 108""}
"
